Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,bootstrap,ccp_alpha,criterion,max_depth,max_features,max_leaf_nodes,max_samples,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,n_jobs,oob_score,random_state,verbose,warm_start,mae,mse,r2,rmse
2022-03-01 23:42:03,16ms,133c95aa5ce84f63bfb93f9221624bbc,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,90,6,,,,2,2,,1525,,,,,,178850.92974592902,70210367401.1511,0.7519662110317819,264972.3898845898
2022-03-04 19:47:01,26ms,419ab6780f1a4411bb07ca7ac47efe06,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,70,4,,,,1,10,,2065,,,,,,178851.21160060342,69402791521.83311,0.754819153020849,263444.0956290976
2022-03-02 00:16:32,22ms,dbe61f9546864787b1295b956ec028dc,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,100,4,,,,1,10,,2095,,,,,,178858.0496023397,69400665436.56592,0.7548266638914514,263440.06042469305
2022-03-02 00:13:05,125ms,b9dc6394545c49e1a017778c9d55fbf6,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,110,4,,,,1,10,,1915,,,,,,178896.74611597855,69467790962.35034,0.7545895279938186,263567.43152815814
2022-03-04 19:45:19,24ms,29d1f040d9984495b66c3d1046cd2b8f,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,110,4,,,,2,2,,1405,,,,,,178898.3386384881,69293759061.5897,0.7552043345152027,263237.0776725606
2022-03-01 23:46:06,20ms,e09b9b2a839f4f53a59f643f89ac954a,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,90,6,,,,2,5,,1675,,,,,,178903.74200198654,70247416286.71532,0.7518353275767639,265042.29150593176
2022-03-04 15:45:48,30ms,01e2753a02db4f37a0f58342f79abf8c,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,110,4,,,,2,2,,1000,,,,,,178908.22392521368,69218488293.44612,0.7554702452989269,263094.0673855002
2022-03-04 15:45:33,38ms,a778e2bcd0e941fe8a8366a7603e8e24,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,110,4,,,,2,2,,1000,,,,,,178908.22392521368,69218488293.44612,0.7554702452989269,263094.0673855002
2022-03-04 15:45:27,30ms,7b1964b3681e4804889a2e82728ccdd7,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,110,4,,,,2,2,,1000,,,,,,178908.22392521368,69218488293.44612,0.7554702452989269,263094.0673855002
2022-03-01 23:44:09,17ms,7e576667e1274197ac06845e947c1865,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,80,6,,,,2,2,,835,,,,,,178908.6727125457,70094010838.9316,0.7523772665506018,264752.73528130277
2022-03-04 19:45:39,23ms,c8709d26c12a4e1a9d44c5159f603188,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,100,4,,,,2,2,,1180,,,,,,178946.19552585966,69272924577.6292,0.7552779369786167,263197.5010854571
2022-03-04 19:45:12,27ms,6f3af56b5dcc492db8ee8cd0a98220ab,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,110,4,,,,2,2,,1180,,,,,,178946.19552585966,69272924577.6292,0.7552779369786167,263197.5010854571
2022-03-01 23:39:47,25ms,8aa34c38e22c4bb3964bcb5290994236,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,110,3,,,,1,12,,1135,,,,,,178965.00406726246,69824699884.64632,0.7533286675882914,264243.6373588706
2022-03-04 19:46:02,29ms,1c8e8e117ec5403094e4a5b4e5a503d2,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,100,4,,,,2,2,,1135,,,,,,178985.3898242834,69291851349.42201,0.7552110739341052,263233.45408481424
2022-03-01 23:44:40,19ms,46fd6cd6b8a6409f8547b3eaa5548334,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,80,3,,,,2,10,,1000,,,,,,178991.75245809573,69759460701.35356,0.7535591395601704,264120.16337522125
2022-03-04 15:43:54,25ms,97e5685a9445468fb2ac97ceeef0b165,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,70,4,,,,2,2,,1540,,,,,,179007.6910695959,69405866324.9354,0.7548082905928057,263449.9313435769
2022-03-04 15:43:46,26ms,a437d7a4196f426eb3d978538b260bb5,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,70,4,,,,2,2,,1540,,,,,,179007.6910695959,69405866324.9354,0.7548082905928057,263449.9313435769
2022-03-04 15:43:38,22ms,54b92b7fe6734927828df3159de836b2,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,70,4,,,,2,2,,1540,,,,,,179007.6910695959,69405866324.9354,0.7548082905928057,263449.9313435769
2022-03-04 15:43:31,29ms,20f9762ca3794aada3775fd9b325e3a5,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,70,4,,,,2,2,,1540,,,,,,179007.6910695959,69405866324.9354,0.7548082905928057,263449.9313435769
2022-03-04 15:43:18,22ms,8b3b71809ed64baf90662b8020e56536,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,70,4,,,,2,2,,1540,,,,,,179007.6910695959,69405866324.9354,0.7548082905928057,263449.9313435769
